"","title","url","date","news"
"11","‘Our Airline Crews Won't Beat You,’ Japan’s Deputy PM Tells U.S. Audience","https://www.bloomberg.com/news/articles/2017-04-20/abe-deputy-tells-u-s-audience-our-airline-crews-won-t-beat-you","NA","According to Japan’s deputy prime minister, Japan has a lot to offer America: Its people are ""graceful"" even amid hardship, worker morale is high, and you never have to worry about getting dragged off a plane like the passenger in the United Continental Holdings Inc. debacle., ""Our social fabric has not been torn apart,"" Taro Aso said in a speech at Columbia University on Wednesday evening. Japanese people endured an economic slump, stayed calm and ""the sense of pride among workers is still intact"" he said, adding ""Airline crew will not beat you,"" according to the text of the speech distributed to reporters at the event., Aso used the wide-ranging speech to extol the leadership of Prime Minister Shinzo Abe, as well as advocate the progress Japan has made in the labor participation rate for women and corporate governance. Japan’s high quality and affordable taxi services also got a mention, with Aso commenting that they makes businesses like Uber Technologies Inc. unnecessary., Aso, 76, who hosted Vice President Mike Pence in Tokyo this week for a bilateral economic dialogue, is in the U.S. for spring meetings of the International Monetary Fund and talks with his G-20 counterparts., His comment on the airline crew was an apparent reference to an April 9 incident in which a passenger was forcibly removed from a United plane. The airline faced widespread criticism on social media and has apologized. The passenger was injured and his lawyer has indicated a lawsuit is likely., Read more: United won’t fire anyone over incident., Aso, himself a one-time premier who currently oversees the finance and banking ministries, has been known for blunt comments and the occasional verbal gaffe., Last year he called securities workers shady characters and he once asked why old people were worried about making ends meet given they won’t be around much longer, according to local media. On another occasion, Aso said the government could learn ways to change the constitution from the Nazis, a remark which caused a furor and was later retracted., Aso also used his speech at Columbia to highlight his concern about the toll Japan’s aging population has taken on public finances, which he said was some of the ""bad news"" for the outlook of an economy with one of the oldest populations., Here’s more on previous comments by Aso that have caused a stir., Aso said he disagrees with the notion that Japan has been through a period of ""lost decades."", He told the New York audience that Japan has undergone a ""revolution"" of sorts during recent decades, making gains with a female labor participation rate that eclipsed that of the U.S. in 2015. Companies have also made strides with their efforts to increase shareholder return policies, he said., On a personal note, Aso said he misses some of the Japan of old, but welcomes companies focusing their energies on corporate governance rather than wining and dining., ""It is no wonder that in Ginza, the posh night-life district, you now see fewer chauffeur driven cars, and more and more coaches filled with Chinese shoppers,"" Aso said. ""Do I miss the Ginza of days gone by? Of course I do."""
"12","Graef Crystal, Critic of Extravagant Executive Pay, Dies at 82","https://www.bloomberg.com/news/articles/2017-04-19/graef-crystal-critic-of-extravagant-executive-pay-dies-at-82","17175","Graef “Bud” Crystal, who became the foremost critic of excessive compensation after a career advising board directors on how to justify paying their chief executive officers top dollar, has died. He was 82., He died April 18 at his home in Las Vegas, according to an email from his wife, Sue. The cause was heart disease., “My switch from henchman to gadfly incensed many CEOs, some of whom called me a Judas and asked where they should deliver the 30 pieces of silver,” Crystal wrote in a 1996 article for Slate.com. “In a sense, though, those CEOs and I were operating on the same wavelength. They were quoting from the Bible, while I was beginning to think seriously about the need to save my immortal soul.”, For more than four decades, Crystal made a good but quiet living advising clients such as American Express Co. and General Electric Co. But once a critic, he found himself in the middle of controversies such as the alleged excesses of the employment contract that he helped Walt Disney Co. negotiate with Hollywood superagent Michael Ovitz., Ovitz was hired to be the No. 2 to Disney CEO Michael Eisner. Crystal had switched from consultant to critic in 1989, but he agreed in 1995 as a personal favor to Eisner to help the Disney board draft Ovitz’s employment contract., In the Slate article, titled “Michael Ovitz Got Away with Murder -- And I Helped Him,” Crystal explained he had warned Eisner he would put his critic hat back on if the contract became an issue -- which its $140 million severance provision did in news stories and shareholder litigation that upheld it., Crystal’s wife found it “incomprehensible” that the Disney board had agreed to pay Ovitz that kind of money for failing as the company’s president., “I couldn’t have put it better,” Crystal wrote., Crystal, who was a Bloomberg News columnist on executive-pay for eight years starting in 2000, prepared yearly reports identifying the most overpaid top executives, based on models he developed that compared compensation with a company’s size and performance., “Bud Crystal was relentless confronting the opacity of executive compensation and he benefited all investors, especially Bloomberg users, by setting the standard for bringing transparency to publicly-traded companies,” said Matthew Winkler, Bloomberg News editor-in-chief emeritus., Over the decades, he had some favorite targets, such as Stephen Wolf, ex-CEO of United Airlines Inc., whose 1990 pay was more than $18 million while the company’s profit fell 70 percent. Wolf made 1,200 times what a starting United flight attendant did, “60 Minutes” reported in an 1991 interview with Crystal., Other targets included Steven Ross of Time Warner Inc. and Lee Iacocca of Chrysler Corp., whose employers paid them enormous sums while their companies were performing poorly, Crystal said., Crystal had fun with his critiques, issuing in 2004 a list of All-Star Pay Hogs to coincide with Major League Baseball’s All Star game. Leading his list of greed among then-active CEOs was Citigroup Inc.’s Sanford Weill, who he called the runner-up to Ross in the all-time pay-hog-of-the-world contest., On the basis of stock-option grants, he also included: Larry Ellison of Oracle Corp., who in 2001 exercised options with gains of $706 million; Eisner, who turned options into almost $1 billion of pay; and Barry Diller of IAC/InterActive Corp., who reaped gains of $151 million in 2003, while holding options with paper profits of $1.1 billion., He also named as the All Star team manager former New York Stock Exchange CEO Richard Grasso, who fought with New York Attorney General Eliot Spitzer over whether his $139.5 million in compensation was excessive. In the late 1970s, Crystal was the NYSE’s compensation consultant., Crystal also spotlighted CEOs he considered underpaid. The compensation for Bank of America Corp.’s Brian Moynihan -- $13.1 million in 2013 -- was 30 percent below the “going rate” for a company of his bank’s size., “Shareholder return is the best determinant of pay because it’s the only gauge of success that’s external and can’t be manipulated by accounting tricks or shifts in performance targets,’’ Crystal said., Graef Slater Crystal was born April 30, 1934, in Oakland, California, the son of Louis and Esther Harris Crystal. At age 10, after the death of his parents, an aunt and his maternal grandparents enrolled him at San Rafael Military Academy in San Rafael, California., He received a bachelor of arts degree in psychology from the University of California at Berkeley in 1956, and a master’s degree in the same subject from Occidental College in Los Angeles in 1962., After college, he worked as a management trainee for Sears, Roebuck & Co. before becoming a wage and salary analyst for RCA Corp. and the director of compensation at General Dynamics Corp. In 1968 he became director of compensation for Pfizer International Inc. and then a senior associate at Booz Allen Hamilton Inc. and a vice president at Towers, Perrin, Forster & Crosby., Crystal focused on pay packages as an adjunct professor at the Haas School of Business at the University of California at Berkeley. He was the editor of the Crystal Report on Executive Compensation., He also wrote six books including “In Search of Excess: The Overcompensation of American Executives” (1991), “Questions and Answers on Executive Compensation: How to Get What You’re Worth” (1984) and “Executive Compensation: Money, Motivation and Imagination” (1978)., In addition to his wife, he is survived by a daughter and two sons from a previous marriage: Allison Taliercio, Matthew Crystal and David Crystal. He also had three stepchildren from another marriage: Chad Cunningham, Amy Breninger and Jamie Baker., Asked why he thought CEOs didn’t like people complaining about their pay packages, Crystal told Charlie Rose in an interview in 1992: “Some of the things I’m saying will result in having their pay slashed, which is roughly the equivalent of trying to take a piece of filet out of the jaws of a Doberman who hasn’t eaten for a week.’’"
"13","Passenger Says American Airlines Flight Attendant Nearly Hit a Baby","https://www.bloomberg.com/news/articles/2017-04-22/the-latest-passenger-says-flight-attendant-nearly-hit-baby","17199","Houston (AP) -- The Latest on the confrontation on an American Airlines flight (all times local):, 6 p.m., A passenger on an American Airlines flight says a flight attendant who has since been grounded nearly hit a baby when he jerked a stroller away from a woman holding the child., Olivia Morgan, an executive with an education-related nonprofit, tells the New York Times (http://nyti.ms/2pQ17V5 ) that she witnessed the episode take place before a Friday afternoon flight from San Francisco to Dallas., Morgan says when she complained about the woman's treatment, the flight attendant pointed his finger in her face and yelled, ""You stay out of it."", A video of the incident posted on Facebook shows the sobbing woman holding a small child and saying, ""You can't use violence with a baby."" A male passenger later got in a verbal confrontation with the flight attendant., ___, 10:40 a.m., American Airlines says it has grounded a flight attendant who got into a verbal confrontation with a passenger after the flight attendant took a baby stroller away from another passenger., Spokeswoman Leslie Scott says the airline is looking into whether the male flight attendant violently took away the stroller from the female passenger just before she boarded a Friday flight from San Francisco to Dallas. He has been removed from duty in the meantime., A video taken by a passenger and posted on Facebook shows the sobbing woman holding a small child and saying, ""You can't use violence with baby."", Later, an unidentified male passenger confronts the flight attendant, telling him, ""You do that to me and I'll knock you flat."" The flight attendant responds with ""Hit me. Bring it on."", The incident comes less than two weeks after video of a man being violently dragged off a United Express flight sparked widespread outrage."
"14","How Women Should Respond to All-Male Panels","https://www.bloomberg.com/view/articles/2017-04-18/how-women-should-respond-to-all-male-panels","17174",""
"15","In Brief: A United Airlines Theory","https://www.bloomberg.com/view/articles/2017-04-13/in-brief-a-united-airlines-theory","17169",""
"16","Hogwash, Comedy and Following the Rules","https://www.bloomberg.com/view/articles/2017-04-17/hogwash-comedy-and-following-the-rules","17173",""
"17","'Blame United,' 'Blame Deregulation,' and Other Fallacies","https://www.bloomberg.com/view/articles/2017-04-18/-blame-united-blame-deregulation-and-other-fallacies","17174",""
"18","Lessons From the United Airlines Debacle","https://www.bloomberg.com/view/articles/2017-04-13/lessons-from-the-united-airlines-debacle","17169",""
"19","Lessons for Other Airlines From United’s Boondoggle","https://www.bloomberg.com/news/videos/2017-04-14/lessons-for-other-airlines-from-united-s-boondoggle-video","17169",""
"20","Embattled United CEO Received $18 Million in 2016 Compensation","https://www.bloomberg.com/news/articles/2017-04-21/embattled-united-ceo-received-18-million-in-2016-compensation","17198",""
"21","Embattled United CEO Received $18 Million in 2016 Compensation","https://www.bloomberg.com/news/articles/2017-04-21/embattled-united-ceo-received-18-million-in-2016-compensation-j1sgc4pk","17198",""
"22","United Air Won't Fire Anyone Over Dragging Debacle, CEO Says","https://www.bloomberg.com/news/articles/2017-04-18/united-air-won-t-fire-anyone-over-dragging-debacle-ceo-says","17174","United Continental Holdings Inc. won’t fire anyone over last week’s incident in which a passenger was dragged off a plane, an episode that sparked worldwide condemnation of the airline., “It was a system failure across various areas, so there was never a consideration for firing an employee or anyone around it,” Chief Executive Officer Oscar Munoz said Tuesday on a conference call with analysts. He acknowledged “lots of conjecture” about his own fate at the nation’s third-largest carrier and said “the buck stops here.”, Munoz faced Wall Street for the first time since David Dao’s forcible removal on April 9, apologizing again for the airline’s handling of the incident. So far, corporate customers have been “supportive” of United during the public relations crisis, President Scott Kirby said on the call to discuss first-quarter earnings. It’s too soon to tell if the bad publicity hurt bookings, the carrier said., Munoz plans to travel to China in a couple of weeks on a previously scheduled business trip and will meet with officials there about their concerns over the incident, he said. The story spread rapidly on social media in the Asian nation, which is a critical market for Chicago-based United., After getting pilloried over the scandal, Munoz faced skepticism from Wall Street over his intention to boost growth in flights and seats. Analysts asked why the company wasn’t instead trying to boost profit margins, which fell in the first quarter and trail those of Delta Air Lines Inc., The shares fell 4.3 percent to $67.71 at 3:21 p.m. in New York after sliding as much as 4.5 percent, the biggest intraday drop in a month., The questions highlighted concern among United’s investors as the carrier plans to boost seating capacity by as much as 4 percent across its network this quarter, including a domestic increase of as much as 5.5 percent. Munoz told analysts that the expansion is needed to win back the company’s “natural share” of the market at big hub airports including in Newark, New Jersey., “Market share is not a conversation we have in this room or with our board,” Munoz said on the conference call. “It is all about margin.”, United spooked some investors and analysts in February when it announced it would add 47 round-trip flights in the U.S. starting this summer as it tried to boost connections at its major hubs. In recent years, United has been among the most conservative U.S. airlines in adding seating capacity, and it boosted capacity by only 1.4 percent last year., Shares fell about 8 percent in early March after analysts reviewing published flight schedules discovered that United wouldn’t offset the new flights with cuts elsewhere in its network., “What folks are worried about here is that we saw the capacity increase domestically in the past month, month and-a-half,” Barclays Plc analyst Brandon Oglenski told Kirby on Tuesday. “The concern here is that maybe we’re a little bit more focused on market share than margins.”, Kirby said United was able to trim its capacity in the past partly by using small regional jets to fly between major markets, such as Newark to Atlanta, instead of using them to fly mostly to small markets such as Rochester, Minnesota. That wound up causing frequent travelers to switch to United’s rivals, Kirby said., Part of United’s seating capacity increase this year will come from putting larger jets on those major routes, he said., “Early on, we felt really good about how well this is working,” Kirby said. “It’s logical. This is not trying to go invade someone’s hub. This is about restoring United to where it should have been.”"
"23","United Passenger's Lawyer Says Airlines Bully Customers","https://www.bloomberg.com/news/videos/2017-04-13/united-passenger-s-lawyer-says-customers-bullied-video","17169",""
"24","Delta Earnings & United Airlines-Bloomberg INTELLIGENCE (Audio)","https://www.bloomberg.com/news/audio/2017-04-12/delta-earnings-united-airlines-bloomberg-intelligence-audio","17168",""
"25","Delta and the Game Theory of Overbooking Flights","https://www.bloomberg.com/view/articles/2017-04-17/delta-and-the-game-theory-of-overbooking-flights","17173",""
"26","Money, Money, Money (and Who's Giving It)","https://www.bloomberg.com/view/articles/2017-04-17/money-money-money-and-who-s-giving-it","17173",""
"27","Why United Airlines Won't Lose Much Altitude in China","https://www.bloomberg.com/view/articles/2017-04-12/why-united-airlines-won-t-lose-much-altitude-in-china","17168",""
"28","United Ties $500,000 CEO Bonus to Customer Satisfaction Results","https://www.bloomberg.com/news/articles/2017-04-12/united-tied-500-000-ceo-bonus-to-customer-satisfaction-results","17168","Angry United Airlines customers can now vent their fury at a juicy target: the chief executive’s pocketbook., United ties about $500,000 of CEO Oscar Munoz’s annual bonus to customer satisfaction questionnaires. The manhandling of a doctor dragged off an overbooked flight in Chicago-- and Munoz’s response, widely viewed as ham-handed -- doesn’t figure to help his cause., Each day, United collects about 8,000 customer surveys on items such as legroom and the quality of in-flight coffee. Fliers were already pretty disgruntled. In 2016, researcher J.D. Power rated United dead last of traditional North American carriers. Early returns are now even less promising., “United Airlines just sent me a customer survey about my flight yesterday,” Meredith Tucker deadpanned on Twitter after the overbooking episode. “Looking forward to sharing my thoughts.”, Of course, Munoz won’t be begging on street corners if he’s docked the half a million. The CEO has 2016 target compensation of about $14.3 million, according to his employment agreement. The actual amount for last year is expected to be disclosed by month’s end., In a filing, the company’s board said executive pay is “designed to further our objective of aligning the interests of our employees with those of our stockholders and customers.” United declined to comment., United shareholders have sent the stock price down 1.3 percent this week through Wednesday., Southwest Airlines Co. also ties part of CEO Gary Kelly’s bonus to a measure of customer loyalty. Delta Air Lines Inc. links a part of CEO Ed Bastian’s annual long-term stock award to customer service., QuickTake Can Airlines Really Do That? Bumping and the Law, At the airline officially known as United Continental Holdings Inc., the board mentions “customer satisfaction” in the pay filing no less than 20 times. The company didn’t specify exactly how that’s calculated, though the bonus is tied to improvement of the survey results., Presumably, dragging customers out of their seats won’t help. A Twitter wag named Joe Householder wrote, under the hashtag, #awkward: “Based on experience, the guy on the #united flight is getting his, ‘tell us about your trip,” email survey about now.”,  , Another Twitter commentator said he actually received one, which asked, “According to you, why do we consider ourselves the best airline to fly with?”, His answer: “beats me.”"
